Number of reviews Hongkong,Number of reviews California,Number of reviews Paris,Number of positive reviews Hongkong,Number of positive reviews California,Number of positive reviews Paris,Average review score Hongkong,Average review score California,Average review score Paris,Number of countries that have reviewed Hongkong,Number of countries that have reviewed California,Number of countries that have reviewed Paris
9617,19406,13629,7744,16499,9674,4.2,4.41,3.96,115,111,132
